Title,Link,Price
HP 640G2 - Core i5 6th Generation - 8GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,https://www.daraz.pk/products/hp-640g2-core-i5-6th-generation-8gb-ram-256gb-ssd-14inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i435990513.html,"Rs. 45,999"
Dell Chromebook 3180 Playstore Supported 4GB DDR3 16GB ROM Display Size 11.6inches Notebook Laptop,https://www.daraz.pk/products/3180-4gb-ddr3-16gb-116-i399492183.html,"Rs. 7,899"
Daraz Like New Laptops - Dell Latitude 7490 - Intel Core i5-8th Generation - 8gb DDR4 Ram - 256gb Ssd - 14.1 Inch Screen Size - FHD Dsiplay - Backlit Keyboard - FREE LAPTOP Bag,https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-7490-intel-core-i5-8th-generation-8gb-ddr4-ram-256gb-ssd-141-inch-screen-size-fhd-dsiplay-backlit-keyboard-free-laptop-bag-i518812680.html,"Rs. 59,457"
Daraz Like New Laptops - HP Elitebook 840 G5 - Intel Core i7-8th Generation - 16gb Ram 512gb Ssd - 14.1 FHD Display - Backlit Keyboard,https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g5-intel-core-i7-8th-generation-16gb-ram-512gb-ssd-141-fhd-display-backlit-keyboard-i472647759.html,"Rs. 79,964"
"Daraz Like New Laptops - Dell Latitude 7490 Ultra Book Core i7 8th generation, 8GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display Intel HD Graphics",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-7490-ultra-book-core-i7-8th-generation-8gb-ddr4-ram-256gb-solid-state-drive-ssd-141-fhd-led-display-intel-hd-graphics-i380308509.html,"Rs. 69,999"
"Daraz Like New Laptops - Dell Latitude 5410 Core i5 10th Gen, 16GB RAM, 256GB SSD, 14″ FHD LED, Windows 11",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-5410-core-i5-10th-gen-16gb-ram-256gb-ssd-14-fhd-led-windows-11-i416033691.html,"Rs. 72,499"
"Dell Latitude 5410 Ultra Book Core i7 10th generation, 16GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display Intel HD Graphics - Daraz Like New Laptops",https://www.daraz.pk/products/dell-latitude-5410-ultra-book-core-i7-10th-generation-16gb-ddr4-ram-256gb-solid-state-drive-ssd-141-fhd-led-display-intel-hd-graphics-daraz-like-new-laptops-i562750713.html,"Rs. 99,999"
Daraz Like New Laptops - Hp Elitebook 820 G3 - Core i5 6th Generation - 16GB DDR4 RAM - 128GB SSD - 500GB HDD -12.5inch Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-820-g3-core-i5-6th-generation-16gb-ddr4-ram-128gb-ssd-500gb-hdd-125inch-screen-free-laptop-bag-i415227407.html,"Rs. 51,999"
Daraz Like New Laptops - HP EliteBook 840 G4 Laptop (Core i5 7th Gen 8GB RAM 256GB SSD 14.1 inches HD Windows 11 Home),https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g4-laptop-core-i5-7th-gen-8gb-ram-256gb-ssd-141-inches-hd-windows-11-home-i362767212.html,"Rs. 58,999"
"Dell Latitude E5490 - Core i5 - 8th Generation - 16gb RAM - 256gb SSD - 14"" Screen - Windows 10 Activated - Free Laptop Bag - Daraz Like New laptops",https://www.daraz.pk/products/dell-latitude-e5490-core-i5-8th-generation-16gb-ram-256gb-ssd-14-screen-windows-10-activated-free-laptop-bag-daraz-like-new-laptops-i418508049.html,"Rs. 57,999"
